"","strategy_id","primary_id","field","value","sector","subsector","model_variable","category_value","category_name","gas","gas_name","model_variable_information","design_id","future_id","strategy","strategy_code","baseline_strategy_id","description"
"11",1015,15015,"demscalar_ippu_paper",0,"IPPU","IPPU","Industrial Production Scalar","paper","cat_industry","",""," | Exogenous scalar that can be used to represent exogenous shocks todemand (assuming production and demand are in equilibrium).
 | 
 | **NOTE:** Excludes categories that are derviced from model integration, including agricultural and livestock production (AFOLU) and recycling (Circular Economy)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"12",1015,15015,"demscalar_ippu_plastic",0,"IPPU","IPPU","Industrial Production Scalar","plastic","cat_industry","",""," | Exogenous scalar that can be used to represent exogenous shocks todemand (assuming production and demand are in equilibrium).
 | 
 | **NOTE:** Excludes categories that are derviced from model integration, including agricultural and livestock production (AFOLU) and recycling (Circular Economy)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"13",1015,15015,"demscalar_ippu_product_use_lubricants",0,"IPPU","IPPU","Industrial Production Scalar","product_use_lubricants","cat_industry","",""," | Exogenous scalar that can be used to represent exogenous shocks todemand (assuming production and demand are in equilibrium).
 | 
 | **NOTE:** Excludes categories that are derviced from model integration, including agricultural and livestock production (AFOLU) and recycling (Circular Economy)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"14",1015,15015,"demscalar_ippu_product_use_ods_other",0,"IPPU","IPPU","Industrial Production Scalar","product_use_ods_other","cat_industry","",""," | Exogenous scalar that can be used to represent exogenous shocks todemand (assuming production and demand are in equilibrium).
 | 
 | **NOTE:** Excludes categories that are derviced from model integration, including agricultural and livestock production (AFOLU) and recycling (Circular Economy)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"15",1015,15015,"demscalar_ippu_product_use_ods_refrigeration",0,"IPPU","IPPU","Industrial Production Scalar","product_use_ods_refrigeration","cat_industry","",""," | Exogenous scalar that can be used to represent exogenous shocks todemand (assuming production and demand are in equilibrium).
 | 
 | **NOTE:** Excludes categories that are derviced from model integration, including agricultural and livestock production (AFOLU) and recycling (Circular Economy)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"16",1015,15015,"demscalar_ippu_product_use_other",0,"IPPU","IPPU","Industrial Production Scalar","product_use_other","cat_industry","",""," | Exogenous scalar that can be used to represent exogenous shocks todemand (assuming production and demand are in equilibrium).
 | 
 | **NOTE:** Excludes categories that are derviced from model integration, including agricultural and livestock production (AFOLU) and recycling (Circular Economy)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"17",1015,15015,"demscalar_ippu_product_use_paraffin_wax",0,"IPPU","IPPU","Industrial Production Scalar","product_use_paraffin_wax","cat_industry","",""," | Exogenous scalar that can be used to represent exogenous shocks todemand (assuming production and demand are in equilibrium).
 | 
 | **NOTE:** Excludes categories that are derviced from model integration, including agricultural and livestock production (AFOLU) and recycling (Circular Economy)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"18",1015,15015,"demscalar_ippu_rubber_and_leather",0,"IPPU","IPPU","Industrial Production Scalar","rubber_and_leather","cat_industry","",""," | Exogenous scalar that can be used to represent exogenous shocks todemand (assuming production and demand are in equilibrium).
 | 
 | **NOTE:** Excludes categories that are derviced from model integration, including agricultural and livestock production (AFOLU) and recycling (Circular Economy)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"19",1015,15015,"demscalar_ippu_textiles",0,"IPPU","IPPU","Industrial Production Scalar","textiles","cat_industry","",""," | Exogenous scalar that can be used to represent exogenous shocks todemand (assuming production and demand are in equilibrium).
 | 
 | **NOTE:** Excludes categories that are derviced from model integration, including agricultural and livestock production (AFOLU) and recycling (Circular Economy)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"20",1015,15015,"demscalar_ippu_wood",0,"IPPU","IPPU","Industrial Production Scalar","wood","cat_industry","",""," | Exogenous scalar that can be used to represent exogenous shocks todemand (assuming production and demand are in equilibrium).
 | 
 | **NOTE:** Excludes categories that are derviced from model integration, including agricultural and livestock production (AFOLU) and recycling (Circular Economy)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"21",1015,15015,"demscalar_soil_fertilizer_n_per_area",0,"AFOLU","Soil Management","Fertilizer N Demand Scalar","('', '')","cat_soil_management","","","Use to reduce or increase per-unit demand for fertilizer N",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"22",1015,15015,"demscalar_soil_liming_per_area",0,"AFOLU","Soil Management","Liming Demand Scalar","('', '')","cat_soil_management","","","",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"23",1015,15015,"ef_agrc_anaerobicdom_rice_kg_ch4_ha",0,"AFOLU","Agriculture",":math:\text{CH}_4 Crop Anaerobic Decomposition Emission Factor","('rice', 'rice')","cat_agriculture","ch4","Methane","Annual average :math:`\text{CH}_4` (methane) emitted per ha of crop grown. **Rice** is the only crop that should be non-zero. This will be 0 for most crops (or negligible).",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"24",1015,15015,"ef_ippu_tonne_c4f6_per_tonne_production_electronics",0,"IPPU","IPPU","PFC-1114 Production Process Emission Factor","('electronics', 'electronics')","cat_industry","c4f6","Hexafluorobutadiene (PFC-1114)"," | Unitless emission factor for Hexafluorobutadiene (PFC-1114, or :math:`\text{C}_4\text{F}_6`) per (tonne/tonne of production)
 | 
 | See `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_ for emissions by gas of HFCs and PFCs.",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"25",1015,15015,"ef_ippu_tonne_c5f8_per_tonne_production_electronics",0,"IPPU","IPPU","PFC-C-1418 Production Process Emission Factor","('electronics', 'electronics')","cat_industry","c5f8","Octafluorocyclopentene (PFC-C-1418)"," | Unitless emission factor for Octafluorocyclopentene (PFC-1418, or :math:`\text{C}_5\text{F}_8`) per (tonne/tonne of production)
 | 
 | See `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_ for emissions by gas of HFCs and PFCs.",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"26",1015,15015,"ef_ippu_tonne_n2o_per_mmm_gdp_other_product_manufacturing",0,"IPPU","IPPU",":math:\text{N}_2\text{O} GDP Production Process Emission Factor","('other_product_manufacturing', 'other_product_manufacturing')","cat_industry","n2o","Nitrus Oxide","Unitless emission factor (tonne/tonne) representing how tonnes of :math:`\text{N}_2\text{O}` emitted per billion $USD GDP.",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"27",1015,15015,"ef_ippu_tonne_n2o_per_tonne_production_chemicals",0,"IPPU","IPPU",":math:\text{N}_2\text{O} Production Process Emission Factor","chemicals","cat_industry","n2o","Nitrus Oxide","Unitless emission factor (tonne/tonne) representing how tonnes of :math:`\text{N}_2\text{O}` emitted per tonne of production",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"28",1015,15015,"ef_ippu_tonne_n2o_per_tonne_production_electronics",0,"IPPU","IPPU",":math:\text{N}_2\text{O} Production Process Emission Factor","electronics","cat_industry","n2o","Nitrus Oxide","Unitless emission factor (tonne/tonne) representing how tonnes of :math:`\text{N}_2\text{O}` emitted per tonne of production",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"29",1015,15015,"ef_lvst_entferm_buffalo_kg_ch4_head",0,"AFOLU","Livestock",":math:\text{CH}_4 Enteric Fermentation Emission Factor","buffalo","cat_livestock","ch4","Methane","This represents emissions from enteric fermentation, primarily occuring in multigastric ruminant livestock (including buffalo, camels, cattle, goats, and sheep)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"30",1015,15015,"ef_lvst_entferm_cattle_dairy_kg_ch4_head",0,"AFOLU","Livestock",":math:\text{CH}_4 Enteric Fermentation Emission Factor","cattle_dairy","cat_livestock","ch4","Methane","This represents emissions from enteric fermentation, primarily occuring in multigastric ruminant livestock (including buffalo, camels, cattle, goats, and sheep)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"31",1015,15015,"ef_lvst_entferm_cattle_nondairy_kg_ch4_head",0,"AFOLU","Livestock",":math:\text{CH}_4 Enteric Fermentation Emission Factor","cattle_nondairy","cat_livestock","ch4","Methane","This represents emissions from enteric fermentation, primarily occuring in multigastric ruminant livestock (including buffalo, camels, cattle, goats, and sheep)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"32",1015,15015,"ef_lvst_entferm_goats_kg_ch4_head",0,"AFOLU","Livestock",":math:\text{CH}_4 Enteric Fermentation Emission Factor","goats","cat_livestock","ch4","Methane","This represents emissions from enteric fermentation, primarily occuring in multigastric ruminant livestock (including buffalo, camels, cattle, goats, and sheep)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"33",1015,15015,"ef_lvst_entferm_sheep_kg_ch4_head",0,"AFOLU","Livestock",":math:\text{CH}_4 Enteric Fermentation Emission Factor","sheep","cat_livestock","ch4","Methane","This represents emissions from enteric fermentation, primarily occuring in multigastric ruminant livestock (including buffalo, camels, cattle, goats, and sheep)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"34",1015,15015,"efficfactor_enfu_industrial_energy_fuel_biomass",0,"Energy","Energy Fuels","Average Industrial Energy Fuel Efficiency Factor","fuel_biomass","cat_fuel","",""," | Average efficiency for industrial energy using fuel ``$CAT-FUEL$``. 
 | 
 | **Only Applied to Industrial Energy use**",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"35",1015,15015,"efficfactor_enfu_industrial_energy_fuel_coal",0,"Energy","Energy Fuels","Average Industrial Energy Fuel Efficiency Factor","fuel_coal","cat_fuel","",""," | Average efficiency for industrial energy using fuel ``$CAT-FUEL$``. 
 | 
 | **Only Applied to Industrial Energy use**",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"36",1015,15015,"efficfactor_enfu_industrial_energy_fuel_coke",0,"Energy","Energy Fuels","Average Industrial Energy Fuel Efficiency Factor","fuel_coke","cat_fuel","",""," | Average efficiency for industrial energy using fuel ``$CAT-FUEL$``. 
 | 
 | **Only Applied to Industrial Energy use**",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"37",1015,15015,"efficfactor_enfu_industrial_energy_fuel_diesel",0,"Energy","Energy Fuels","Average Industrial Energy Fuel Efficiency Factor","fuel_diesel","cat_fuel","",""," | Average efficiency for industrial energy using fuel ``$CAT-FUEL$``. 
 | 
 | **Only Applied to Industrial Energy use**",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"38",1015,15015,"efficfactor_enfu_industrial_energy_fuel_electricity",0,"Energy","Energy Fuels","Average Industrial Energy Fuel Efficiency Factor","fuel_electricity","cat_fuel","",""," | Average efficiency for industrial energy using fuel ``$CAT-FUEL$``. 
 | 
 | **Only Applied to Industrial Energy use**",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"39",1015,15015,"efficfactor_enfu_industrial_energy_fuel_furnace_gas",0,"Energy","Energy Fuels","Average Industrial Energy Fuel Efficiency Factor","fuel_furnace_gas","cat_fuel","",""," | Average efficiency for industrial energy using fuel ``$CAT-FUEL$``. 
 | 
 | **Only Applied to Industrial Energy use**",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"40",1015,15015,"efficfactor_enfu_industrial_energy_fuel_gasoline",0,"Energy","Energy Fuels","Average Industrial Energy Fuel Efficiency Factor","fuel_gasoline","cat_fuel","",""," | Average efficiency for industrial energy using fuel ``$CAT-FUEL$``. 
 | 
 | **Only Applied to Industrial Energy use**",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"41",1015,15015,"efficfactor_enfu_industrial_energy_fuel_hydrocarbon_gas_liquids",0,"Energy","Energy Fuels","Average Industrial Energy Fuel Efficiency Factor","fuel_hydrocarbon_gas_liquids","cat_fuel","",""," | Average efficiency for industrial energy using fuel ``$CAT-FUEL$``. 
 | 
 | **Only Applied to Industrial Energy use**",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"42",1015,15015,"efficfactor_enfu_industrial_energy_fuel_hydrogen",0,"Energy","Energy Fuels","Average Industrial Energy Fuel Efficiency Factor","fuel_hydrogen","cat_fuel","",""," | Average efficiency for industrial energy using fuel ``$CAT-FUEL$``. 
 | 
 | **Only Applied to Industrial Energy use**",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"43",1015,15015,"efficfactor_enfu_industrial_energy_fuel_kerosene",0,"Energy","Energy Fuels","Average Industrial Energy Fuel Efficiency Factor","fuel_kerosene","cat_fuel","",""," | Average efficiency for industrial energy using fuel ``$CAT-FUEL$``. 
 | 
 | **Only Applied to Industrial Energy use**",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"44",1015,15015,"efficfactor_enfu_industrial_energy_fuel_natural_gas",0,"Energy","Energy Fuels","Average Industrial Energy Fuel Efficiency Factor","fuel_natural_gas","cat_fuel","",""," | Average efficiency for industrial energy using fuel ``$CAT-FUEL$``. 
 | 
 | **Only Applied to Industrial Energy use**",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"45",1015,15015,"efficfactor_enfu_industrial_energy_fuel_oil",0,"Energy","Energy Fuels","Average Industrial Energy Fuel Efficiency Factor","fuel_oil","cat_fuel","",""," | Average efficiency for industrial energy using fuel ``$CAT-FUEL$``. 
 | 
 | **Only Applied to Industrial Energy use**",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"46",1015,15015,"efficfactor_enfu_industrial_energy_fuel_solar",0,"Energy","Energy Fuels","Average Industrial Energy Fuel Efficiency Factor","fuel_solar","cat_fuel","",""," | Average efficiency for industrial energy using fuel ``$CAT-FUEL$``. 
 | 
 | **Only Applied to Industrial Energy use**",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"47",1015,15015,"elasticity_agrc_sugar_cane_demand_to_income",0,"AFOLU","Agriculture","Crop Demand Income Elasticity","sugar_cane","cat_agriculture","","","Elasticity of demand for crop in category ``$CAT-AGRICULTURE$`` to the changes in income, whose proxy is gdp/capita",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"48",1015,15015,"elecfuelefficiency_trns_aviation_km_per_kwh",0,"Energy","Transportation","Electrical Vehicle Efficiency","aviation","cat_transportation","","","Electricity consumption rate in kWh/km for electric vehicles",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"49",1015,15015,"elecfuelefficiency_trns_powered_bikes_km_per_kwh",0,"Energy","Transportation","Electrical Vehicle Efficiency","powered_bikes","cat_transportation","","","Electricity consumption rate in kWh/km for electric vehicles",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"50",1015,15015,"elecfuelefficiency_trns_public_km_per_kwh",0,"Energy","Transportation","Electrical Vehicle Efficiency","public","cat_transportation","","","Electricity consumption rate in kWh/km for electric vehicles",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"51",1015,15015,"elecfuelefficiency_trns_rail_freight_km_per_kwh",0,"Energy","Transportation","Electrical Vehicle Efficiency","rail_freight","cat_transportation","","","Electricity consumption rate in kWh/km for electric vehicles",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"52",1015,15015,"elecfuelefficiency_trns_rail_passenger_km_per_kwh",0,"Energy","Transportation","Electrical Vehicle Efficiency","rail_passenger","cat_transportation","","","Electricity consumption rate in kWh/km for electric vehicles",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"53",1015,15015,"elecfuelefficiency_trns_road_heavy_freight_km_per_kwh",0,"Energy","Transportation","Electrical Vehicle Efficiency","road_heavy_freight","cat_transportation","","","Electricity consumption rate in kWh/km for electric vehicles",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"54",1015,15015,"elecfuelefficiency_trns_road_heavy_regional_km_per_kwh",0,"Energy","Transportation","Electrical Vehicle Efficiency","road_heavy_regional","cat_transportation","","","Electricity consumption rate in kWh/km for electric vehicles",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"55",1015,15015,"elecfuelefficiency_trns_road_light_km_per_kwh",0,"Energy","Transportation","Electrical Vehicle Efficiency","road_light","cat_transportation","","","Electricity consumption rate in kWh/km for electric vehicles",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"56",1015,15015,"elecfuelefficiency_trns_water_borne_km_per_kwh",0,"Energy","Transportation","Electrical Vehicle Efficiency","water_borne","cat_transportation","","","Electricity consumption rate in kWh/km for electric vehicles",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"57",1015,15015,"exports_lvst_cattle_dairy",0.0945595911774387,"AFOLU","Livestock","Livestock Equivalent Exports","cattle_dairy","cat_livestock","","","Exports of livestock equivalent products (head of livestock)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"58",1015,15015,"exports_lvst_cattle_nondairy",11.0606234955361,"AFOLU","Livestock","Livestock Equivalent Exports","cattle_nondairy","cat_livestock","","","Exports of livestock equivalent products (head of livestock)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"59",1015,15015,"exports_lvst_chickens",24.6215369518585,"AFOLU","Livestock","Livestock Equivalent Exports","chickens","cat_livestock","","","Exports of livestock equivalent products (head of livestock)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"60",1015,15015,"exports_lvst_goats",2.24465337687854,"AFOLU","Livestock","Livestock Equivalent Exports","goats","cat_livestock","","","Exports of livestock equivalent products (head of livestock)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"61",1015,15015,"exports_lvst_pigs",-0.676187182132695,"AFOLU","Livestock","Livestock Equivalent Exports","pigs","cat_livestock","","","Exports of livestock equivalent products (head of livestock)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"62",1015,15015,"exports_lvst_sheep",-0.31976239283423,"AFOLU","Livestock","Livestock Equivalent Exports","sheep","cat_livestock","","","Exports of livestock equivalent products (head of livestock)",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"63",1015,15015,"factor_waso_waste_per_capita_scalar_food",0,"Circular Economy","Solid Waste","Waste Per Capita Scale Factor","food","cat_waste_solid","",""," | Use the scale factor to represent reduction measures in waste production within a category; for example, waste reduction campaigns might affect all categories, but a tax on plastic might only reduce the generation of plastic waste.
 |
 | **IMPORTANT NOTE**: For the sludge cateogry, this factor will only affect sludge that is specified exogenously. It will **not** affect sludge produced from aerobic and septic wastewater treatement in the Wastewater Treatment subsector. Any interventions to reduce sludge produced in wastewater treatment should be addressed in the wastewater treatment sector.",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"64",1015,15015,"frac_agrc_agriculture_production_lost",0,"AFOLU","Agriculture","Fraction of Food Produced Lost Before Consumption","('', '')","cat_agriculture","","","Fraction of food that is produced that is lost or wasted before selling. This fraction represents production-side waste (post-yield) and does not include waste by consumers.",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"65",1015,15015,"frac_agrc_crop_residues_burned",0,"AFOLU","Agriculture","Fraction of Residues Burned","('', '')","cat_agriculture","",""," | Fraction of residues burned. NOTE: whatever is not removed or burned is assumed to be left as inputs to crops.
 | 
 | Total of Fraction of Residues Removed and Fraction of Residues Burned must be less than or equal to 1.",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"66",1015,15015,"frac_agrc_no_till_cereals",0,"AFOLU","Agriculture","No Till Crop Fraction","cereals","cat_agriculture","","","Fraction of crop area that is subject to no-till",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"67",1015,15015,"frac_agrc_no_till_fibers",0,"AFOLU","Agriculture","No Till Crop Fraction","fibers","cat_agriculture","","","Fraction of crop area that is subject to no-till",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"68",1015,15015,"frac_agrc_no_till_other_annual",0,"AFOLU","Agriculture","No Till Crop Fraction","other_annual","cat_agriculture","","","Fraction of crop area that is subject to no-till",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"69",1015,15015,"frac_agrc_no_till_pulses",0,"AFOLU","Agriculture","No Till Crop Fraction","pulses","cat_agriculture","","","Fraction of crop area that is subject to no-till",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"70",1015,15015,"frac_enfu_transmission_loss_fuel_electricity",0,"Energy","Energy Fuels","Electrical Transmission Loss Fraction","('fuel_electricity', 'fuel_electricity')","cat_fuel","","","Average fraction of electricity lost in transmission lines. Inflates total demand for electrical energy production.",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"71",1015,15015,"frac_fgtv_drained_and_waste_ch4_flared_fuel_coal",0,"Energy","Fugitive Emissions","Fraction Non-Fugitive :math:\text{CH}_4 Flared","fuel_coal","cat_fuel","ch4","Methane","Fraction of emissions that can be flared that are flared. Replaces venting emissions. ",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
"72",1015,15015,"frac_fgtv_drained_and_waste_ch4_flared_fuel_oil",0,"Energy","Fugitive Emissions","Fraction Non-Fugitive :math:\text{CH}_4 Flared","fuel_oil","cat_fuel","ch4","Methane","Fraction of emissions that can be flared that are flared. Replaces venting emissions. ",0,0,"LNDU: Partial land use reallocation","LNDU:PLUR",0,"Set land use reallocation factor to 0.5"
